Date,Description,Additions,Subtractions
02/25/2025,'Intl Wire Xfer Debit CARGOFIV LDA - PA CARGOFIV LDA - PA RQUE TECNOLOGICO 000000000000382,,6431.79
02/25/2025,'Preauthorized Wd TECH CARGO LLC ACH 250225 001704100000047,,2522.30
02/25/2025,'Preauthorized Wd TECH CARGO LLC ACH 250225 001704100000075,,923.75
02/25/2025,'Preauthorized Wd TECH CARGO LLC ACH 250225 001704100000107,,4655.58
02/26/2025,'Preauthorized Credit SEABOARD MARINE TRUCKERS 250226 00733402 028000085869129,525.00,
02/26/2025,'Preauthorized Credit SUPRICOM LLC SENDER 250226 774677630 113000021631006,11800.00,
02/26/2025,'Preauthorized Credit MERCHANT BNKCD DEPOSIT 250226 938206002884 026008818753661,13296.91,
02/26/2025,Deposit 000007188367160,5270.00,
02/26/2025,'Preauthorized Wd TECH CARGO LLC ACH 250226 001714290000159,,800.00
02/26/2025,'Preauthorized Wd TECH CARGO LLC ACH 250226 001714290000166,,10675.00
02/26/2025,Check 2483 000007080602110,,3000.00
02/27/2025,Deposit 000007188384640,3372.97,
02/27/2025,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 250227 021214897995282,,1960.00
02/27/2025,'Preauthorized Wd MAERSK A/S 4350007793 250226 004350007793 111000021570464,,3348.00
02/27/2025,'Preauthorized Wd TECH CARGO LLC ACH 250227 001341260000018,,296.46
02/27/2025,'Preauthorized Wd TECH CARGO LLC ACH 250227 001341260000022,,1683.02
02/27/2025,'Preauthorized Wd TECH CARGO LLC ACH 250227 001714590000103,,1746.17
02/27/2025,'Online Intl Wire MARIELA ARELY GADE MARIELA ARELY GADE A MELENDEZ 000000000000495,,1330.00
02/27/2025,'Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIO NAL LOGISTICS LTD 000000000000494,,18594.41
02/27/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000493,,59947.00
02/28/2025,'Preauthorized Credit SUPRICOM USA LLC SENDER 250228 775145640 113000021810409,5250.00,
02/28/2025,Deposit 000007188420610,35092.50,
02/28/2025,'Automatic Ln Paymt AUTOMATIC LOAN PAY 000000000000000,,328.67
02/28/2025,'Preauthorized Wd TECH CARGO LLC ACH 250228 001341310000006,,200.00
02/28/2025,'Preauthorized Wd TECH CARGO LLC ACH 250228 001341310000010,,2000.00
02/28/2025,'Preauthorized Wd TECH CARGO LLC ACH 250228 001341310000021,,2069.72
02/28/2025,'Preauthorized Wd TECH CARGO LLC ACH 250228 001341310000017,,28150.00
02/28/2025,'Online Domestic Wire FTL PLUS INCJPMORG FTL PLUS INC 000000000000598,,6045.00
02/28/2025,'Online Domestic Wire INQUATRO INCCHOICE INQUATRO INC 000000000000599,,7000.00
02/28/2025,'Online Intl Wire BOSMAR TRANS SHENZ BOSMAR TRANS SHENZ HEN LTD 000000000000597,,32124.00
02/28/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,210.37
03/03/2025,'Preauthorized Credit RAPID EXPORT SER FCL OCEAN FCL OCEAN FREIGHT 062000010130248,1802.00,
03/03/2025,'Preauthorized Wd SOLSTICE SOLSTICE 250303 ST-H0K7X4G6B7V8 111000024289888,,241.14
03/03/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250228 BATCH 6800525 081000604230735,,1042.95
03/03/2025,'Preauthorized Wd MERCHANT BNKCD DISCOUNT 250303 938206002884 026008818398426,,621.59
03/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250303 001709250000043,,1000.00
03/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250303 001709250000044,,112.00
03/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250303 001709250000131,,2170.00
03/03/2025,'Preauthorized Wd TECH CARGO LLC ACH 250303 001709250000157,,6100.00
03/04/2025,'Preauthorized Credit GLOBAL CARGO AND ACH CREDIT 250304 053101127538036,5200.00,
03/04/2025,'Preauthorized Credit COMPUTER PLANET SENDER 250304 775241344 113000022025784,2000.00,
03/04/2025,'Wire Transfer-in 1/SANAEL LLC DBA C 1/SANAEL LLC DBA C ENTRAL TRADING 000000000000195,1950.00,
03/04/2025,Deposit 000007188460560,70475.00,
03/04/2025,'Intl Wire Xfer Debit VAN DER HELM AIRAN VAN DER HELM AIRAN DOCEAN 000000000000321,,243.91
03/04/2025,'Intl Wire Xfer Debit UNITED SHIPPING HU UNITED SHIPPING HU NGARIA KFT. 000000000000408,,4561.23
03/04/2025,'Preauthorized Wd MAERSK A/S 4320007591 250303 004320007591 111000025821552,,785.00
03/05/2025,'Preauthorized Credit NOVACT CORPORATI ACH PMT 17862 021000023400997,589.95,
03/05/2025,'Wire Transfer-in ASAP PROS1BNP PARI ASAP PROS1 000000000000023,150.00,
03/05/2025,'Wire Transfer-in 1/MULTIMODAL PANAM 1/MULTIMODAL PANAM A S.A. 000000000000666,6095.13,
03/05/2025,'Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000178,9817.60,
03/05/2025,'Wire Transfer-in OMEGA TECH S.A.OC OMEGA TECH S.A. 000000000000176,10075.00,
03/05/2025,'Intl Wire Xfer Debit CARGO MOVERS GMBHD CARGO MOVERS GMBH 000000000000445,,38575.97
03/05/2025,'Preauthorized Wd UNITED HEALTHCAR EDI PAYMTS 250305 173024286810 043000266339323,,5314.96
03/05/2025,'Preauthorized Wd TECH CARGO LLC ACH 250305 001705340000060,,2080.17
03/05/2025,'Preauthorized Wd TECH CARGO LLC ACH 250305 001705340000097,,6390.00
03/05/2025,'Preauthorized Wd TECH CARGO LLC ACH 250305 001705340000085,,31645.00
03/05/2025,'Online Intl Wire KATARZYNA ZAPARTPK KATARZYNA ZAPART 000000000000579,,623.00
03/05/2025,'Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000580,,2242.35
03/05/2025,'Online Intl Wire TECH CARGO LOGISTI TECH CARGO LOGISTI CS S.L. 000000000000581,,8400.00
03/06/2025,'Preauthorized Credit COMPUTER PLANET ACH PMT INVOICE 17865 021000028590531,3817.17,
03/06/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250306 11164409719 021000020398882,1200.00,
03/06/2025,Deposit 000007188507780,3805.00,
03/06/2025,'Wire Transfer-in 1/GRUPO SICILIA SA 1/GRUPO SICILIA SA 000000000000035,4849.00,
03/06/2025,'Preauthorized Wd LEASEDIRECT 11620_1 INV# 589301450 DUE 03/01/25 REC# 185 6806 043000091193741,,339.78
03/06/2025,'Preauthorized Wd MAGAYA ACH 7868459150 250306 0640000685 026073189351502,,2821.16
03/06/2025,'Preauthorized Wd TECH CARGO LLC ACH 250306 001738380000119,,1000.00
03/06/2025,Check 2484 000007081185860,,1300.00
03/06/2025,'Online Intl Wire GLOBUS TRANSITOS P GLOBUS TRANSITOS P VT LTD 000000000000568,,3065.00
03/06/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000578,,37921.00
03/06/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,23614.96
03/07/2025,'Preauthorized Wd TECH CARGO LLC ACH 250307 001704100000129,,290.00
03/07/2025,'Preauthorized Wd TECH CARGO LLC ACH 250307 001704100000123,,2489.80
03/07/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,4667.31
03/10/2025,'Preauthorized Credit ISO TOOLS LLC SENDER 250310 777437576 113000022452101,14321.31,
03/10/2025,Deposit 000007188588550,208145.00,
03/10/2025,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 250310 021214899113982,,930.00
03/10/2025,'Preauthorized Wd AMWINS GRP BEN INS PREMIU 250310 091000017316666,,638.80
03/10/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250307 BATCH 6821731 081000602774177,,1385.96
03/10/2025,Check 2485 000007081440070,,2700.00
03/10/2025,'Online Domestic Wire TECH CARGO LLCLEA TECH CARGO LLC 000000000000529,,3000.00
03/11/2025,'Preauthorized Credit PAH DISTRIBUTORS SENDER 250311 777606062 113000022547765,27886.78,
03/11/2025,Deposit 000007188594420,1700.00,
03/11/2025,'Online Domestic Wire WETRANS UNITED STA WETRANS UNITED STA TES LIMITED 000000000000468,,624.00
03/11/2025,'Online Domestic Wire TECH CARGO LLCLEA TECH CARGO LLC 000000000000467,,10000.00
03/12/2025,'Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 18146 - 18154 021000026867744,37965.55,
03/12/2025,'Wire Transfer-in 1/SALMARA COMPANY 1/SALMARA COMPANY LLC 000000000000028,845.00,
03/12/2025,Deposit 000007188624880,4031.84,
03/12/2025,Deposit 000007188637250,27647.50,
03/12/2025,'Preauthorized Wd JOHN HANCOCK MAN PAYMENT TRN*1*E41093481\ 028000081931612,,650.10
03/12/2025,'Preauthorized Wd MASS MUTUAL INS. PREMIUM 250312 021000026468063,,107.89
03/12/2025,'Preauthorized Wd VISA PAYMENT 250312 091000012944488,,3000.00
03/12/2025,'Preauthorized Wd TECH CARGO LLC ACH 250312 001702290000043,,5000.00
03/12/2025,'Preauthorized Wd TECH CARGO LLC ACH 250312 001702290000098,,39864.18
03/12/2025,Check 2486 000007114026910,,3800.00
03/12/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000468,,72540.00
03/13/2025,'Preauthorized Credit VENCOL INTERNATI ACH PAYMEN 250313 TECH CARGO 067015770003611,1980.00,
03/13/2025,'Preauthorized Credit SPACE PLUS USA L SENDER 250313 778180908 113000022698663,15417.98,
03/13/2025,Deposit 000007188653530,26615.00,
03/13/2025,'Preauthorized Wd MAERSK A/S 4370008172 250312 004370008172 111000024225197,,3189.00
03/13/2025,'Preauthorized Wd TECH CARGO LLC ACH 250313 001703450000162,,95.24
03/13/2025,'Preauthorized Wd TECH CARGO LLC ACH 250313 001703450000188,,1219.50
03/13/2025,'Preauthorized Wd TECH CARGO LLC ACH 250313 001703450000006,,12635.00
03/13/2025,'Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000557,,17944.81
03/14/2025,Deposit 000007188658720,1624.22,
03/14/2025,'Wire Transfer-in 1/SUPRICOMSABANCO 1/SUPRICOMSA 000000000000197,1960.00,
03/14/2025,'Wire Transfer-in TRANSPORTE INTERNA TRANSPORTE INTERNA CIONAL G Y L SPA 000000000000060,3521.62,
03/14/2025,'Preauthorized Wd TECH CARGO LLC ACH 250314 001302490000035,,629.95
03/14/2025,'Preauthorized Wd TECH CARGO LLC ACH 250314 001302490000007,,1859.57
03/14/2025,'Preauthorized Wd TECH CARGO LLC ACH 250314 001302490000022,,3200.00
03/14/2025,'Preauthorized Wd TECH CARGO LLC ACH 250314 001302490000008,,19390.00
03/14/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000329,,66181.00
03/14/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,210.37
03/17/2025,'Preauthorized Credit SEABOARD MARINE TRUCKERS 250317 00736011 028000089653386,1050.00,
03/17/2025,'Preauthorized Credit PROMO INTERNATIO ACH PMT INV. 18153 021000029370745,12391.78,
03/17/2025,'Wire Transfer-in 1/SANAEL LLC DBA C 1/SANAEL LLC DBA C ENTRAL TRADING 000000000000039,3208.00,
03/17/2025,'Wire Transfer-in C-POST INTERNATION C-POST INTERNATION AL N V 000000000000045,20462.03,
03/17/2025,'Preauthorized Wd CMA-CGM LLC VIATRUSTLY 250317 021214897935539,,670.00
03/17/2025,'Preauthorized Wd MAERSK A/S 4340007988 250314 004340007988 111000020008569,,2635.00
03/17/2025,'Preauthorized Wd TECH CARGO LLC ACH 250317 001702380000045,,384.77
03/17/2025,'Preauthorized Wd TECH CARGO LLC ACH 250317 001702380000039,,3625.00
03/17/2025,Check 2487 000007081984340,,9818.50
03/17/2025,Check 2490 000007082008320,,1850.00
03/17/2025,'Online Domestic Wire RAVA GROUP CONTAIN RAVA GROUP CONTAIN ER SERVICES INC 000000000000230,,8350.00
03/18/2025,'Preauthorized Credit SEABOARD MARINE TRUCKERS 250318 00736180 028000088506180,1050.00,
03/18/2025,'Preauthorized Credit SUPRICOM LLC SENDER 250318 779123824 113000022945090,6170.00,
03/18/2025,'Wire Transfer-in INVERSIONES EL REY INVERSIONES EL REY DE MARGARITA C.A 000000000000076,614.80,
03/18/2025,Deposit 000007188709020,3886.30,
03/18/2025,'Preauthorized Wd MAERSK A/S 4390007870 250317 004390007870 111000022510359,,2970.00
03/18/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250317 BATCH 6848455 081000602263877,,1468.71
03/18/2025,'Preauthorized Wd TECH CARGO LLC ACH 250318 001704150000074,,8000.00
03/18/2025,'Preauthorized Wd TECH CARGO LLC ACH 250318 001704150000080,,41305.00
03/18/2025,'Online Domestic Wire NEW SHIPPING USA I NEW SHIPPING USA I NC 000000000000553,,200.00
03/18/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000552,,56420.00
03/19/2025,'Preauthorized Wd VISA PAYMENT 250319 091000012654398,,7094.76
03/19/2025,Maintenance Fee ANALYSIS ACTIVITY FOR 02/25 000000000000000,,613.99
03/19/2025,'Online Domestic Wire MAERSK AGENCY USA MAERSK AGENCY USA INC 000000000000240,,720.00
03/20/2025,'Preauthorized Credit PAH DISTRIBUTORS SENDER 250320 779554590 113000023073284,24426.20,
03/20/2025,Credit Memo ADV FROM LN 70070017436-10102 256000320133802,100000.00,
03/20/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250320 11166004937 021000020160456,1000.00,
03/20/2025,'Wire Transfer-in COMPANIA GOLY S.AB COMPANIA GOLY S.A 000000000000553,1983.00,
03/20/2025,Deposit 000007188743030,26275.22,
03/20/2025,'Wire Transfer-in CASOCA CORPPAYMENT CASOCA CORP 000000000000379,31752.48,
03/20/2025,Deposit 000007188755350,167865.00,
03/20/2025,'Preauthorized Wd MAERSK A/S 4380007949 250319 004380007949 111000028355589,,652.00
03/20/2025,Check 2488 000007114355530,,150.00
03/20/2025,Check 2489 000007114355540,,500.00
03/20/2025,Check 2491 000007114338890,,3253.82
03/21/2025,'Wire Transfer-in 1/IMPORT SERVICES 1/IMPORT SERVICES TRADING LLC 000000000000036,5062.00,
03/21/2025,'Preauthorized Wd TECH CARGO LLC ACH 250321 001717230000027,,1600.00
03/21/2025,'Preauthorized Wd TECH CARGO LLC ACH 250321 001717230000016,,2235.00
03/21/2025,'Preauthorized Wd TECH CARGO LLC ACH 250321 001717230000082,,14125.00
03/21/2025,'Preauthorized Wd TECH CARGO LLC ACH 250321 001717230000003,,139.44
03/21/2025,'Online Intl Wire ICL FREIGHTBANESCO ICL FREIGHT 000000000000587,,150.00
03/21/2025,'Online Domestic Wire TECNOSHIP GROUP CO TECNOSHIP GROUP CO RP. 000000000000585,,1000.00
03/21/2025,'Online Intl Wire PINES LOG SASBANCO PINES LOG SAS 000000000000589,,3702.39
03/21/2025,'Online Intl Wire BOSMAR TRANS SHENZ BOSMAR TRANS SHENZ HEN LTD 000000000000590,,4150.00
03/21/2025,'Online Intl Wire HYDE (HONG KONG) I HYDE (HONG KONG) I NTERNATIONAL EXPR 000000000000591,,6095.00
03/21/2025,'Online Intl Wire PALM LOGISTICS CO. PALM LOGISTICS CO. LTD 000000000000588,,7575.00
03/21/2025,'Online Domestic Wire CONCEPT BROKERAGE CONCEPT BROKERAGE INC 000000000000592,,18320.88
03/21/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000586,,58121.00
03/21/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,39073.81
03/24/2025,'Preauthorized Credit CROWLEY 7789 EDI PAYMNT 250321 8153977 031100208768644,1745.00,
03/24/2025,Deposit 000007188799350,3754.93,
03/24/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250321 BATCH 6863196 081000607711879,,1497.54
03/24/2025,'Preauthorized Wd TECH CARGO LLC ACH 250324 001713220000113,,10000.00
03/24/2025,'Preauthorized Wd TECH CARGO LLC ACH 250324 001713220000031,,13017.00
03/24/2025,'Preauthorized Wd TECH CARGO LLC ACH 250324 001713220000103,,21682.50
03/24/2025,'Preauthorized Wd TECH CARGO LLC ACH 250324 001713220000129,,1450.00
03/24/2025,Check 2492 000007114494890,,3900.00
03/24/2025,Check 2493 000007114488120,,3000.00
03/24/2025,'Online Intl Wire SHIPHUB SEBASTIAN SHIPHUB SEBASTIAN DOMINIK BLEDZKI 000000000000484,,1194.00
03/24/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000485,,63852.00
03/25/2025,'Wire Transfer-in 1/MULTIMODAL PANAM 1/MULTIMODAL PANAM A S.A. 000000000000098,6979.56,
03/26/2025,'Preauthorized Credit TU PAQUETICO CO ACH PMT 250326 11166485731 021000025751390,1000.00,
03/26/2025,'Preauthorized Credit PAYCARGO ACHPAYMENT 250325 BATCH 6872845 081000600706031,5520.00,
03/26/2025,'Wire Transfer-in CASOCA CORPPAYMENT CASOCA CORP 000000000000388,130429.26,
03/26/2025,'Transfer Debit Dp-Ls REF 0851457L FUNDS TRANSFER TO LOAN XXXXXXX7436 NOTE 10102 FROM 997000326145727,,100000.00
03/26/2025,'Preauthorized Wd TECH CARGO LLC ACH 250326 001714080000113,,266.60
03/26/2025,'Preauthorized Wd TECH CARGO LLC ACH 250326 001714080000155,,4000.00
03/26/2025,'Preauthorized Wd TECH CARGO LLC ACH 250326 001714080000090,,7050.00
03/26/2025,'Online Intl Wire TRADERS NETWORK CO TRADERS NETWORK CO NSULTING S.A. DE 000000000000493,,969.50
03/26/2025,'Online Intl Wire MARIELA ARELY GADE MARIELA ARELY GADE A MELENDEZ 000000000000492,,1315.00
03/26/2025,'Online Domestic Wire INQUATRO INCCHOICE INQUATRO INC 000000000000494,,7000.00
03/27/2025,'Preauthorized Credit SEABOARD MARINE TRUCKERS 250327 00737570 028000089151531,1575.00,
03/27/2025,'Preauthorized Credit LOGISTIC SERVICE CORP PAY 250327 114000098243998,7890.00,
03/27/2025,'Wire Transfer-in EDITORIAL LABORATO EDITORIAL LABORATO RIO EDUCATIVO SAS 000000000000650,2680.00,
03/27/2025,Deposit 000007188834470,172440.00,
03/27/2025,'Preauthorized Wd VISA PAYMENT 250327 091000013736041,,5701.22
03/27/2025,'Preauthorized Wd TECH CARGO LLC ACH 250327 001313530000018,,200.00
03/27/2025,'Preauthorized Wd TECH CARGO LLC ACH 250327 001313530000014,,1718.00
03/27/2025,'Online Intl Wire SAFROUND LOGISTICS SAFROUND LOGISTICS (HK) CO LIMITED 000000000000447,,600.00
03/27/2025,'Online Intl Wire KATARZYNA ZAPARTPK KATARZYNA ZAPART 000000000000446,,630.00
03/27/2025,'Online Intl Wire MORENO INTERNATION MORENO INTERNATION AL LOGISTICS INC 000000000000578,,730.00
03/27/2025,'Online Intl Wire CHARLENE ERIKA O B CHARLENE ERIKA O B ILOG 000000000000444,,1500.00
03/27/2025,'Online Intl Wire GLOBUS TRANSITOS P GLOBUS TRANSITOS P VT LTD 000000000000448,,3617.00
03/27/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000445,,54091.00
03/28/2025,'Preauthorized Credit INELEC CORPORATI SENDER 250328 780574146 113000023500512,2305.89,
03/28/2025,'Preauthorized Credit A & M GLOBAL SOL ACH PMT PAYMENT INVOICES 021000022527446,9969.72,
03/28/2025,'Preauthorized Credit MERCHANT BNKCD DEPOSIT 250328 938206002884 026008819568771,380.07,
03/28/2025,'Wire Transfer-in INTER ANDINA JGBL INTER ANDINA JGBL SAC 000000000000051,5703.00,
03/28/2025,'Wire Transfer-in FAMILY MARKET C.AP FAMILY MARKET C.A 000000000000170,7371.22,
03/28/2025,'Preauthorized Wd PAYCARGO ACHPAYMENT 250327 BATCH 6881583 081000603669348,,199.50
03/28/2025,'Preauthorized Wd MAERSK A/S 4300008362 250328 004300008362 111000020727239,,1825.00
03/28/2025,'Preauthorized Wd TECH CARGO LLC ACH 250328 001341080000008,,2219.15
03/28/2025,'Preauthorized Wd TECH CARGO LLC ACH 250328 001341080000001,,4630.60
03/28/2025,'Preauthorized Wd TECH CARGO LLC ACH 250328 001341080000009,,1674.46
03/28/2025,Check 2494 000007114791280,,2900.00
03/28/2025,'Online Intl Wire PINES LOG SASBANCO PINES LOG SAS 000000000000555,,6491.43
03/28/2025,'Online Domestic Wire TECH CARGO LLCLEA TECH CARGO LLC 000000000000554,,30000.00
03/28/2025,'Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,225.31
03/31/2025,'Preauthorized Credit CAPITAL LOGISTIC MILENA 250331 6811688495 211274451007232,1115.00,
03/31/2025,'Preauthorized Credit VENCOL INTERNATI ACH PAYMEN 250331 TECH CARGO 067015770004751,2390.00,
03/31/2025,'Preauthorized Credit GD GROUP SUPPLY SENDER 250331 780666990 113000023592459,13950.00,
03/31/2025,'Preauthorized Credit MERCHANT BNKCD DEPOSIT 250329 938206002884 026008819080703,440.33,
03/31/2025,'Wire Transfer-in 1/SALMARA COMPANY 1/SALMARA COMPANY LLC 000000000000330,1406.60,
03/31/2025,'Wire Transfer-in 1/BINLLOSSERA SA.B 1/BINLLOSSERA SA. 000000000000079,5080.00,
03/31/2025,Deposit 000007188873950,42417.50,
03/31/2025,Check 2482 000007082664040,,10.00
03/31/2025,Check 2495 000007114872800,,250.00
03/31/2025,'Online Intl Wire GINA SANCHEZBANCO GINA SANCHEZ 000000000000662,,1120.00
03/31/2025,'Online Intl Wire MINGKUN INTERNATIO MINGKUN INTERNATIO NAL LOGISTICS LTD 000000000000664,,6525.95
03/31/2025,'Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000663,,63852.00
04/08/2025,Preauthorized Wd MAERSK A/S 4370008620 250407 004370008620 111000025472661,,1570.00
04/08/2025,Preauthorized Wd TECH CARGO LLC ACH 250408 001714390000148,,1000.00
04/08/2025,Preauthorized Wd TECH CARGO LLC ACH 250408 001714390000077,,2553.63
04/08/2025,Preauthorized Wd TECH CARGO LLC ACH 250408 001714390000036,,7175.00
04/08/2025,Preauthorized Wd TECH CARGO LLC ACH 250408 001714390000091,,33330.00
04/08/2025,Check 2499 000007083107570,,2754.79
04/08/2025,Check 2500 000007083119080,,450.00
04/09/2025,"Preauthorized Credit TU PAQUETICO, CO ACH PMT INVOICE 17999 021000026349227",1800.00,
04/09/2025,Preauthorized Credit PAYCARGO ACHPAYMENT 250408 BATCH 6916409 081000606688824,1950.00,
04/09/2025,Preauthorized Credit SIAS LOGISTICS L ACH PMT INV. 18306 - 18336 021000026361149,37175.34,
04/09/2025,Check 2498 000007115703880,,8881.00
04/09/2025,Check 2502 000007115719100,,2800.00
04/10/2025,Preauthorized Credit PAH DISTRIBUTORS SENDER 250410 783926090 113000024409956,14623.48,
04/10/2025,Wire Transfer-in 1/SANAEL LLC DBA C 1/SANAEL LLC DBA C ENTRAL TRADING 000000000000552,783.00,
04/10/2025,Deposit 000007189080190,2049.08,
04/10/2025,Wire Transfer-in BACKUP ENERGY SOLU BACKUP ENERGY SOLU TIONS (BES) SRL 000000000000544,3525.00,
04/10/2025,Deposit 000007189092030,4490.00,
04/10/2025,Wire Transfer-in 1/VICE SOLUTIONS L 1/VICE SOLUTIONS L LC 000000000000028,5414.00,
04/10/2025,Deposit 000007189075110,11198.00,
04/30/2025,Deposit 000007189357860,4000.00,
04/30/2025,Wire Transfer-in MAZEL FASHIONS INC MAZEL FASHIONS INC 000000000000281,10968.56,
04/30/2025,Wire Transfer-in OMEGA TECHNOLOGY D OMEGA TECHNOLOGY D E EL SALVADOR SA 000000000000509,14225.48,
04/30/2025,Preauthorized Wd PAYCARGO ACHPAYMENT 250429 BATCH 6982738 081000609503813,,90.00
04/30/2025,Preauthorized Wd ECUWORLDWIDE WEBPAYMENT 250430 091000018569644,,2076.44
04/30/2025,Preauthorized Wd TECH CARGO LLC ACH 250430 001713160000107,,45.00
04/30/2025,Preauthorized Wd TECH CARGO LLC ACH 250430 001713160000004,,200.00
04/30/2025,Online Intl Wire JUAN CAMILO GUTIER JUAN CAMILO GUTIER REZ OCAMPO 000000000000676,,1620.00
04/30/2025,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000675,,47646.00
04/30/2025,Beginning balance,,
05/01/2025,Wire Transfer-in CHIPS RETURN OF FU CHIPS RETURN OF FU NDS ACCOUNT 000000000000083,1620.00,
05/01/2025,Wire Transfer-in MAZEL FASHIONS INC MAZEL FASHIONS INC 000000000000439,11049.79,
05/01/2025,Deposit 000007189377650,13435.00,
05/01/2025,Wire Transfer-out ERNESTO VILAWELLS ERNESTO VILA 000000000000498,,200000.00
05/01/2025,Preauthorized Wd MAERSK A/S 4300008848 250430 004300008848 111000029219203,,29820.00
05/01/2025,Preauthorized Wd PAYCARGO ACHPAYMENT 250430 BATCH 6989498 081000601061589,,68.60
05/01/2025,Preauthorized Wd TECH CARGO LLC ACH 250501 001712220000100,,4750.00
05/01/2025,Preauthorized Wd TECH CARGO LLC ACH 250501 001712220000085,,20437.50
05/01/2025,Preauthorized Wd TECH CARGO LLC ACH 250501 001712220000184,,2325.00
05/01/2025,Preauthorized Wd TECH CARGO LLC ACH 250501 001712220000104,,10000.00
05/01/2025,Check 2510 000007084143520,,135.00
05/02/2025,Preauthorized Credit CAPITAL LOGISTIC MILENA 250502 6811688495 211274452007356,1825.00,
05/02/2025,Preauthorized Credit PAH DISTRIBUTORS SENDER 250502 788175504 113000025715953,8306.95,
05/02/2025,Wire Transfer-in 1/SUPRICOMSABANCO 1/SUPRICOMSA 000000000000359,1800.00,
05/02/2025,Deposit 000007189397820,25523.16,
05/02/2025,Preauthorized Wd SOLSTICE SOLSTICE 250502 ST-H0E3P6R8O2E1 091000013687623,,241.14
05/02/2025,Preauthorized Wd LEASEDIRECT 12500_1 INV# 589867445 DUE 05/01/25 REC# 204 4504 043000090604741,,339.78
05/02/2025,Preauthorized Wd PAYCARGO ACHPAYMENT 250501 BATCH 6994111 081000602794387,,68.60
05/02/2025,Preauthorized Wd TECH CARGO LLC ACH 250502 001710500000125,,1715.00
05/02/2025,Preauthorized Wd TECH CARGO LLC ACH 250502 001710500000048,,2127.87
05/02/2025,Preauthorized Wd TECH CARGO LLC ACH 250502 001710500000060,,4630.60
05/02/2025,Preauthorized Wd TECH CARGO LLC ACH 250502 001710500000022,,9433.00
05/02/2025,"Online Domestic Wire ANOVA MARINE INSUR ANOVA MARINE INSUR ANCE SERVICES, LL 000000000000640",,7345.43
05/02/2025,Online Domestic Wire CROWLEY LATIN AMER CROWLEY LATIN AMER ICAN SERVICES LLC 000000000000639,,86122.00
05/02/2025,Automatic Transfer TRANSFER TO DEPOSIT SYSTEM ACCOUNT XXXXXX8503 000000000000000,,28975.73
05/05/2025,Wire Transfer-in INVERSIONES EL REY INVERSIONES EL REY DE MARGARITA C.A 000000000000705,440.80,
05/05/2025,Wire Transfer-in ACTIVE LOGISTIC SO ACTIVE LOGISTIC SO LUTIONS CORP 000000000000533,6000.00,
05/05/2025,Wire Transfer-in 1/ISO TOOLS LLC549 1/ISO TOOLS LLC 000000000000342,10021.16,
